epoch,categorical_accuracy,categorical_mean_squared_error,loss,lr,val_categorical_accuracy,val_categorical_mean_squared_error,val_loss
0,0.020198702182887909,4020.571892002305,4.778485761769411,0.0010000000475,0.045261712044034855,687.83948811446089,4.0265259884371618
1,0.042881773955966512,753.61384736074695,4.0571836525966924,0.0010000000475,0.053424444879488192,533.84515150466768,3.8282833736721833
2,0.048762828043754994,621.81479465224663,3.9031594883998864,0.0010000000475,0.059316288347881621,428.81679882389483,3.6881771418127682
3,0.054490186861478586,508.54299693553457,3.7735269730895897,0.0010000000475,0.067064869669404364,360.11189885658791,3.5701163664902791
4,0.060077258239599113,431.21122864271308,3.668375404814344,0.0010000000475,0.072354503381665394,321.55496134616362,3.4829774256980066
5,0.062561555377395148,388.46613492225129,3.6258765680098497,0.0010000000475,0.077344844468159257,290.13593042959081,3.4092621071503895
6,0.066438144825623269,346.27735689438276,3.5545778308541953,0.0010000000475,0.080202396627109832,266.88476541726897,3.3659227909428058
7,0.070012562334088813,316.27195369762779,3.497350890360619,0.0010000000475,0.083589109011215745,250.74295557607519,3.3241416605392304
8,0.07400554673902679,292.42649479637811,3.4418089299118839,0.0010000000475,0.08704207915038166,234.77978247463113,3.2804970505213973
9,0.076474116929170638,276.27889021527369,3.4049068351177332,0.0010000000475,0.088772035840124192,223.44140855392607,3.2506869571043713
10,0.078499188165515418,263.14854033662095,3.3769993154825007,0.0010000000475,0.091760444427185714,211.27415915763024,3.2160855897582405
11,0.08086837087529114,252.82206699020699,3.34676385190332,0.0010000000475,0.092945243019868826,204.62537257506116,3.1977278100381983
12,0.082583659988268623,244.47687110810196,3.3232319343675711,0.0010000000475,0.094972681954945667,198.29257832895411,3.1738873118221171
13,0.083535860663076208,237.64394346998913,3.3049645287865883,0.0010000000475,0.095923085687774245,192.15576264409736,3.1546744025579772
14,0.08566756695272805,230.89609362999724,3.2806527044051421,0.0010000000475,0.098886892605240986,188.06227606593973,3.1330112065419113
15,0.085708491085023403,226.38354289512816,3.2753920347301406,0.0010000000475,0.099909291372145756,183.18139012969365,3.1180629777436208
16,0.087365703784200915,221.55505705106467,3.2540689908948073,0.0010000000475,0.10041626402647189,181.29705388475173,3.1066544740506918
17,0.088105335037582652,217.21817111440015,3.2443851211747354,0.0010000000475,0.10003184619368893,178.3436914481739,3.1025256307998506
18,0.089589380970587815,213.42652804197866,3.2262128869251669,0.0010000000475,0.10155850047669789,175.8773186749751,3.0901325055868321
19,0.090346527092524831,209.85188216755017,3.2146420093421515,0.0010000000475,0.10070318156982412,172.21368368545382,3.0852550681274717
20,0.091614959746740887,206.63947079638859,3.2012108350895851,0.0010000000475,0.10264338327959033,169.61734003123669,3.0711117498945484
21,0.092454606569748479,203.55020606952311,3.1899381998790615,0.0010000000475,0.1034544793022151,167.68035937771938,3.0616135691652202
22,0.093583621592415872,200.99889984372678,3.1785377556850718,0.0010000000475,0.10416535845044816,165.64554028463834,3.0536024169166489
23,0.094519104330362119,198.78712507964315,3.1689738754991872,0.0010000000475,0.10511742288818454,163.73211386652275,3.0439081498892002
24,0.095343482876919725,196.43390030037204,3.1589049359697925,0.0010000000475,0.10559390784047618,163.75863412347169,3.0392966435687376
25,0.096153439148056144,194.57059406894135,3.1506754018236451,0.0010000000475,0.10692254247346727,160.86445999145508,3.0275347681328801
26,0.096821126942825395,192.74154179901026,3.1419069793447263,0.0010000000475,0.10642387065114361,161.90785176683181,3.0284598817919739
27,0.097558318116302153,191.21577547771616,3.1351885119255294,0.0010000000475,0.10838127881288528,158.67533214493554,3.0139194361054069
28,0.098475198909380543,190.11216326636483,3.1261338666199503,0.0010000000475,0.10937137772688771,157.78031809967342,3.007302756356721
29,0.098390403243516777,188.81221793230665,3.1248276985579548,0.0010000000475,0.10982069531732266,156.83492438627943,3.0022433606704864
30,0.099259064014759008,187.75506848049616,3.1165464925690425,0.0010000000475,0.11047029653840726,155.94008864034521,2.9957836382459888
31,0.099854542624364759,186.4178774836702,3.1088291363179588,0.0010000000475,0.11064688429826557,155.19179139278904,2.9924755568551547
32,0.10016340669687313,185.61766528780979,3.1044249364577836,0.0010000000475,0.10941967467712883,155.01832526745181,2.9997339272263028
33,0.10119303461111102,184.51602250989379,3.096375101152955,0.0010000000475,0.11152242776928561,153.38020976227108,2.9836005857675381
34,0.10152521149126928,183.56113238191077,3.0907263189034682,0.0010000000475,0.11061383064578076,153.85131081496135,2.9854596558183726
35,0.10174560798376374,182.70969066907034,3.0882087913821503,0.0010000000475,0.11215754070937044,153.0583948664146,2.976036543893342
36,0.10281997695329072,181.71251780181981,3.0785214583582809,0.0010000000475,0.1115834033577749,154.07444673481555,2.9774357328320495
37,0.10304225765747238,181.14770307253733,3.0764110265934335,0.0010000000475,0.11299550208714929,153.305779655381,2.9679864326325975
